system,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-file-l2-1-0.dll","18696","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","bfffa7117fd9b1622c66d949bac3f1d7","402b7b8f8dcfd321b1d12fc85a1ee5137a5569b2","1ea267a2e6284f17dd548c6f2285e19f7edb15d6e737a55391140ce5cb95225e"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-handle-l1-1-0.dll","18696","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","cce27ff9b1e78b61955682788452f785","a2e2a40cea25ea4fd64b8deaf4fbe4a2db94107a","8ee2de377a045c52bbb05087ae3c2f95576edfb0c2767f40b13454f2d9f779de"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-heap-l1-1-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","cdc266896e0dbe6c73542f6dec19de23","b4310929ccb82dd3c3a779cab68f1f9f368076f2","87a5c5475e9c26fabfead6802dac8a62e2807e50e0d18c4bfadcb15ebf5bcbc0"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-interlocked-l1-1-0.dll","18696","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","39809cc5dabf769da8871a91a8ed9e69","f779cdef9ded19402aa72958085213d6671ca572","5cd00ff4731691f81ff528c4b5a2e408548107efc22cc6576048b0fdce3dfbc9"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-libraryloader-l1-1-0.dll","19720","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","5d5fae1a17961d6ee37637f04fe99b8a","47143a66b4a2e2ba019bf1fd07bcca9cfb8bb117","8e01eb923fc453f927a7eca1c8aa5643e43b360c76b648088f51b31488970aa0"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-localization-l1-2-0.dll","21256","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","588bd2a8e0152e0918742c1a69038f1d","9874398548891f6a08fc06437996f84eb7495783","a07cc878ab5595aacd4ab229a6794513f897bd7ad14bcec353793379146b2094"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-memory-l1-1-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","6def20ed13972f3c3f08dba8ecf3d6cc","9c03356cf48112563bb845479f40bf27b293e95e","c2e887a17875d39099d662a42f58c120b9cc8a799afd87a9e49adf3faddd2b68"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-namedpipe-l1-1-0.dll","18696","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","a056d4eeaae37deab8333dcc4c910a93","cb59f1fe73c17446eb196fc0dd7d944a0cd9d81f","593fa2aa2474508ad942bbaa0fdc9a1badd81c85b0dff1c43b90a47c23ad5fb7"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-processenvironment-l1-1-0.dll","19720","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","f3b4ab35a65a8d938c6b60ad59ba6e7f","2745259f4dbbefbf6b570ee36d224abdb18719bc","ea2972fec12305825162ae3e1ae2b6c140e840be0e7ebb51a7a77b7feeda133a"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-processthreads-l1-1-0.dll","20744","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","5faf9a33bab1d39dd9f820d34339b3d4","50699041060d14576ed7bacbd44be9af80eb902a","a1221836731c7e52c42d5809cc02b17c5ec964601631ec15a84201f423da4ac4"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-processthreads-l1-1-1.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","d699333637db92d319661286df7cc39e","0bffb9ed366853e7019452644d26e8e8f236241b","fe760614903e6d46a1be508dccb65cf6929d792a1db2c365fc937f2a8a240504"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-profile-l1-1-0.dll","18184","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","7028cf6b6b609cb0e31abd1f618e42d0","e7e0b18a40a35bd8b0766ac72253de827432e148","9e98b03a3ca1ebabdceb7ed9c0ceb4912bb68eb68f3e0df17f39c7a55fada31d"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-rtlsupport-l1-1-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","2166fb99debbb1b0649c4685cf630a4a","24f37d46dfc0ef303ef04abf9956241af55d25c9","cdc4cfebf9cba85b0d3979befdb258c1f2cfcb79edd00da2dfbf389d080e4379"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-string-l1-1-0.dll","18696","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","b7cbc8d977a00a2574e110b01124ed40","637e4a9946691f76e6deb69bdc21c210921d6f07","854db7d2085caacf83d6616761d8bdcbacb54a06c9a9b171b1c1a15e7dc10908"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-synch-l1-1-0.dll","20744","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","6961bf5622ffcd14c16fbfc1296950a4","5584c189216a17228cca6cd07037aaa9a8603241","50a1542d16b42ecb3edc1edd0881744171ea52f7155e5269ad39234f0ea691de"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-synch-l1-2-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","47388f3966e732706054fe3d530ed0dc","a9aebbbb73b7b846b051325d7572f2398f5986ee","59c14541107f5f2b94bbf8686efee862d20114bcc9828d279de7bf664d721132"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-sysinfo-l1-1-0.dll","19720","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","df50047bbd2cf3a4b0cf0567514b464c","f20ae25484a1c1b43748a1f0c422f48f092ad2c1","8310d855398f83cb5b9ca3adeb358da1354557aec5c82c8ef91a29f79a47f620"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-timezone-l1-1-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","f62b66f451f2daa8410ad62d453fa0a2","4bf13db65943e708690d6256d7ddd421cc1cc72b","48eb5b52227b6fb5be70cb34009c8da68356b62f3e707db56af957338ba82720"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-core-util-l1-1-0.dll","18696","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","a1952875628359a0632be61ba4727684","1e1a5ab47e4c2b3c32c81690b94954b7612bb493","a41bede183fa1c70318332d6bc54ef13817aeee6d52b3ab408f95fa532b809f1"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-conio-l1-1-0.dll","19720","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","6c88d0006cf852f2d8462dfa4e9ca8d1","49002b58cb0df2ee8d868dec335133cf225657df","d5960c7356e8ab97d0ad77738e18c80433da277671a6e89a943c7f7257ff3663"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-convert-l1-1-0.dll","22792","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","d53637eab49fe1fe1bd45d12f8e69c1f","c84e41fdcc4ca89a76ae683cb390a9b86500d3ca","83678f181f46fe77f8afe08bfc48aebb0b4154ad45b2efe9bfadc907313f6087"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-environment-l1-1-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","c712515d052a385991d30b9c6afc767f","9a4818897251cacb7fe1c6fe1be3e854985186ad","f7c6c7ea22edd2f8bd07aa5b33cbce862ef1dcdc2226eb130e0018e02ff91dc1"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-filesystem-l1-1-0.dll","20744","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","f0d507de92851a8c0404ac78c383c5cd","78fa03c89ea12ff93fa499c38673039cc2d55d40","610332203d29ab218359e291401bf091bb1db1a6d7ed98ab9a7a9942384b8e27"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-heap-l1-1-0.dll","19720","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","f9e20dd3b07766307fccf463ab26e3ca","60b4cf246c5f414fc1cd12f506c41a1043d473ee","af47aebe065af2f045a19f20ec7e54a6e73c0c3e9a5108a63095a7232b75381a"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-locale-l1-1-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","ab206f2943977256ca3a59e5961e3a4f","9c1df49a8dbdc8496ac6057f886f5c17b2c39e3e","b3b6ee98aca14cf5bc9f3bc7897bc23934bf85fc4bc25b7506fe4cd9a767047a"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-math-l1-1-0.dll","27912","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","4dd7a61590d07500704e7e775255cb00","8b35ec4676bd96c2c4508dc5f98ca471b22deed7","a25d0654deb0cea1aef189ba2174d0f13bdf52f098d3a9ec36d15e4bfb30c499"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-multibyte-l1-1-0.dll","26888","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","4e033cfee32edf6be7847e80a5114894","91eef52c557aefd0fde27e8df4e3c3b7f99862f2","dff24441df89a02dde1cd984e4d3820845bafdff105458ed10d510126117115b"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-private-l1-1-0.dll","71432","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","50740f0bc326f0637c4166698298d218","0c33cfe40edd278a692c2e73e941184fd24286d9","adbb658dd1cbecaca7cc1322b51976f30b36ccf0a751f3bad1f29d350b192c9c"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-process-l1-1-0.dll","19720","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","595d79870970565be93db076afbe73b5","ec96f7beeaec14d3b6c437b97b4a18a365534b9b","fc50a37acc35345c99344042d7212a4ae88aa52a894cda3dcb9f6db46d852558"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-runtime-l1-1-0.dll","23304","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","8b9b0d1c8b0e9d4b576d42c66980977a","a19acefa3f95d1b565650fdbc40ef98c793358e9","371a44ab91614a8c26d159beb872a7b43f569cb5fac8ada99ace98f264a3b503"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-stdio-l1-1-0.dll","24840","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","76e0a89c91a28cf7657779d998e679e5","982b5da1c1f5b9d74af6243885bcba605d54df8c","0189cbd84dea035763a7e52225e0f1a7dcec402734885413add324bffe688577"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-string-l1-1-0.dll","24840","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","96da689947c6e215a009b9c1eca5aec2","7f389e6f2d6e5beb2a3baf622a0c0ea24bc4de60","885309eb86dccd8e234ba05e13fe0bf59ab3db388ebfbf6b4fd6162d8e287e82"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-time-l1-1-0.dll","21256","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","6b33b34888ccecca636971fbea5e3de0","ee815a158baacb357d9e074c0755b6f6c286b625","00ac02d39b7b16406850e02ca4a6101f45d6f7b4397cc9e069f2ce800b8500b9"
"CrowdResponse","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.21062.152.0_x64__8wekyb3d8bbwe\YourPhoneAppProxy\","api-ms-win-crt-utility-l1-1-0.dll","19208","0x20","ARCHIVE","2023-09-04T09:49:46Z","2023-09-20T09:10:35Z","2023-09-04T09:50:12Z","Microsoft Corporation","ApiSet Stub DLL","10.0.17134.12 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.17134.12","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","54f27114eb0fda1588362bb6b5567979","eaa07829d012206ac55fb1af5cc6a35f341d22be","984306a3547be2f48483d68d0466b21dda9db4be304bedc9ffdb953c26cac5a1"
