system,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","C:\Program Files\7-Zip\","7-zip.dll","101376","0x20","ARCHIVE","2023-06-20T12:00:00Z","2023-10-06T17:44:57Z","2023-06-20T12:00:00Z","Igor Pavlov","7-Zip Shell Extension","23.01","7-zip","Copyright (c) 1999-2023 Igor Pavlov","7-zip.dll","7-Zip","23.01","FALSE","FALSE","TRUST_E_NOSIGNATURE","The file is not signed","","","956d826f03d88c0b5482002bb7a83412","560658185c225d1bd274b6a18372fd7de5f336af","f9b4944d3a5536a6f8b4d5db17d903988a3518b22fbee6e3f6019aaf44189b3d"
"CrowdResponse","C:\Program Files\7-Zip\","7-zip32.dll","66560","0x20","ARCHIVE","2023-06-20T12:00:00Z","2023-09-20T09:08:45Z","2023-06-20T12:00:00Z","Igor Pavlov","7-Zip Shell Extension","23.01","7-zip","Copyright (c) 1999-2023 Igor Pavlov","7-zip.dll","7-Zip","23.01","FALSE","FALSE","TRUST_E_NOSIGNATURE","The file is not signed","","","ce9564f1a1bb9d09693629dcfab40356","f29a70fb365cc6789ec60f9fae9478f36a809902","62ef98b00232f9d63a647e201abfb354582d3fbc342ec63df15b2a0ce514b5a6"
"CrowdResponse","C:\Program Files\7-Zip\","7z.dll","1841664","0x20","ARCHIVE","2023-06-20T12:00:00Z","2023-10-06T17:38:09Z","2023-06-20T12:00:00Z","Igor Pavlov","7z Plugin","23.01","7z","Copyright (c) 1999-2023 Igor Pavlov","7z.dll","7-Zip","23.01","FALSE","FALSE","TRUST_E_NOSIGNATURE","The file is not signed","","","4e35a902ca8ed1c3d4551b1a470c4655","ad9a9b5dbe810a6d7ea2c8430c32417d87c5930c","77222e81cb7004e8c3e077aada02b555a3d38fb05b50c64afd36ca230a8fd5b9"
"CrowdResponse","C:\Program Files\7-Zip\","7z.exe","557056","0x20","ARCHIVE","2023-06-20T12:00:00Z","2023-10-06T12:35:43Z","2023-06-20T12:00:00Z","Igor Pavlov","7-Zip Console","23.01","7z","Copyright (c) 1999-2023 Igor Pavlov","7z.exe","7-Zip","23.01","FALSE","FALSE","TRUST_E_NOSIGNATURE","The file is not signed","","","9a1dd1d96481d61934dcc2d568971d06","f136ef9bf8bd2fc753292fb5b7cf173a22675fb3","8cebb25e240db3b6986fcaed6bc0b900fa09dad763a56fb71273529266c5c525"
"CrowdResponse","C:\Program Files\7-Zip\","7zFM.exe","952832","0x20","ARCHIVE","2023-06-20T12:00:00Z","2023-10-06T16:42:31Z","2023-06-20T12:00:00Z","Igor Pavlov","7-Zip File Manager","23.01","7zFM","Copyright (c) 1999-2023 Igor Pavlov","7zFM.exe","7-Zip","23.01","FALSE","FALSE","TRUST_E_NOSIGNATURE","The file is not signed","","","30ac0b832d75598fb3ec37b6f2a8c86a","6f47dbfd6ff36df7ba581a4cef024da527dc3046","1ea0839c8dc95ad2c060af7d042c40c0daed58ce8e4524c0fba12fd73e4afb74"
"CrowdResponse","C:\Program Files\7-Zip\","7zG.exe","700416","0x20","ARCHIVE","2023-06-20T12:00:00Z","2023-10-06T17:38:13Z","2023-06-20T12:00:00Z","Igor Pavlov","7-Zip GUI","23.01","7zg","Copyright (c) 1999-2023 Igor Pavlov","7zg.exe","7-Zip","23.01","FALSE","FALSE","TRUST_E_NOSIGNATURE","The file is not signed","","","50f289df0c19484e970849aac4e6f977","3dc77c8830836ab844975eb002149b66da2e10be","b9b179b305c5268ad428b6ae59de10b4fe99cf0199bbc89b7017181905e97305"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","InkDiv.dll","356352","0x20","ARCHIVE","2018-09-15T07:28:44Z","2018-09-15T07:28:44Z","2018-09-15T07:28:44Z","Microsoft Corporation","Microsoft Tablet PC Ink Divider Platform Component","10.0.17763.1 (WinBuild.160101.0800)","InkDiv.dll","&#169; Microsoft Corporation. All rights reserved.","InkDiv.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7b54741a010254d0e11ef170aaae7303","17abca185af89f1ebbd67f7549016f266055287c","f99c3df897769d58f14c80598151347798e1ad576fc8e31f0ec31fbefa7b8880"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","InkObj.dll","1966592","0x20","ARCHIVE","2018-09-15T07:28:44Z","2023-09-18T11:36:17Z","2018-09-15T07:28:44Z","Microsoft Corporation","Microsoft Tablet PC Ink Platform Component","10.0.17763.1 (WinBuild.160101.0800)","InkObj.dll","&#169; Microsoft Corporation. All rights reserved.","InkObj.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9f28d07a059d07da64bf0d79f54689b0","c25164243dab6d780ed758439fa7ddc629db688d","11776a5b04b41fa45fd8fa1e062ba0f3692b5dbdb04e30943336afbd8e7c8d67"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","InputPersonalization.exe","370688","0x20","ARCHIVE","2018-09-15T07:29:21Z","2023-10-06T12:35:41Z","2018-09-15T07:29:21Z","Microsoft Corporation","Input Personalisation Server","10.0.17763.1 (WinBuild.160101.0800)","InputPersonalization.exe","&#169; Microsoft Corporation. All rights reserved.","InputPersonalization.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","5eb61dd8247ef8bf082cdb3303c8c62e","b1414a40a3a9bfc254a09b87b93d2ae4077e32a1","8aa842d57512f3551adc2d0e9a75383bffd3e62ff79f5ad941c7c36e4194a236"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","IpsMigrationPlugin.dll","42496","0x20","ARCHIVE","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","Microsoft Corporation","Input Personalization Settings Migration Plugin","10.0.17763.1 (WinBuild.160101.0800)","IpsMigrationPlugin.dll","&#169; Microsoft Corporation. All rights reserved.","IpsMigrationPlugin.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","cb7c36d7c4f4b5aabf6b0f33f2cc9131","865a147a484703cad3b45625aa08544f3b917049","7106d578b0aa7d24ca67cf3921906e36d9fcc12be987d815d492001bb1c9ef9f"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","IpsPlugin.dll","131072","0x20","ARCHIVE","2018-09-15T07:29:21Z","2023-10-06T17:39:16Z","2018-09-15T07:29:21Z","Microsoft Corporation","Input Personalization Search Plugin","10.0.17763.1 (WinBuild.160101.0800)","IpsPlugin.dll","&#169; Microsoft Corporation. All rights reserved.","IpsPlugin.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","eee5df1c42a3127e5bc813210fb99be7","f39d1c44cddd0bb198ded7475649355c50afe1cd","e4402439edd5fb40b293cfac687a8a834521ef56f1f4a9cef263ab67ecaa9378"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","micaut.dll","1704960","0x20","ARCHIVE","2018-09-15T17:39:32Z","2018-09-15T17:39:32Z","2018-09-15T17:39:32Z","Microsoft Corporation","Math Input Control","10.0.17763.1 (WinBuild.160101.0800)","micaut.dll","&#169; Microsoft Corporation. All rights reserved.","micaut.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","41f194df402d03b1de2ecdec1f6d6b60","468b7601462209663f5f329f321a0b638f9d0cc5","2b72ca5ad91a84dfd72ab63a5bcbbb268c7a97a7f5d51c76190cf5ea13363dce"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","Microsoft.Ink.dll","503808","0x20","ARCHIVE","2019-03-12T06:33:32Z","2023-09-18T11:49:48Z","2019-03-12T06:33:32Z","Microsoft Corporation","Microsoft Tablet PC API","10.0.17763.194","Microsoft.Ink.dll","Copyright (c) Microsoft Corporation. All rights reserved.","Microsoft.Ink.dll","Microsoft (R) Windows (R) Operating System","10.0.17763.194","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","15afc3673577fd519671b65c5751e7fb","ec6e048d4bc77ec23e1f34dcf3e6a19065b3fead","b350d427c164b5b4b6666b8a6f86641fbbf9995d2db5c7f7a393b134262d3c8a"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","mip.exe","1544192","0x20","ARCHIVE","2018-09-15T17:39:32Z","2023-10-06T17:39:58Z","2018-09-15T17:39:32Z","Microsoft Corporation","Math Input Panel Accessory","10.0.17763.1 (WinBuild.160101.0800)","mip.exe","&#169; Microsoft Corporation. All rights reserved.","mip.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7476e2f139db8aafe738838be3259304","56f4cd5b2a963ebb9fcd379761269d8fa46bd660","ad3fa4a386f66287949064bb551e938c9fd35b15a127f7a6bdac44e244cabb38"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","mraut.dll","6372352","0x20","ARCHIVE","2018-09-15T17:39:32Z","2018-09-15T17:39:32Z","2018-09-15T17:39:32Z","Microsoft Corporation","Math Recognizer","10.0.17763.1 (WinBuild.160101.0800)","mraut.dll","&#169; Microsoft Corporation. All rights reserved.","mraut.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b55f0d1aa9187f4e7fe6b3fbc493b42b","4902a9394b202ed145b10997f36238295ed7cfb7","651c23088bf212737dc7a2ba9836a497ecb47d6530e2b69e2042fb80023ca576"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","mshwgst.dll","55296","0x20","ARCHIVE","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","Microsoft Corporation","Microsoft Gesture Recognizer","10.0.17763.1 (WinBuild.160101.0800)","MSHWGST.DLL","&#169; Microsoft Corporation. All rights reserved.","MSHWGST.DLL","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","cb9505e85d9e5fac73bec9afa87703fe","0d605038857bd30b529aacf8c35745c02f111611","015ab6629fc71a6676130bbf666c8ec2c36f14809c43b698f6964287459b28e2"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","mshwLatin.dll","1378816","0x20","ARCHIVE","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","Microsoft Corporation","Microsoft Generic Latin Handwriting Recognizer","10.0.17763.1 (WinBuild.160101.0800)","""mshwLatin.dll""","&#169; Microsoft Corporation. All rights reserved.","""mshwLatin.dll"".mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","b9d6484715dc553712bfa25b9196413d","6a08f957be569822e85fb76b27e4a5163cf76538","91ef1560f7928b62e45fdfc86f4614a9489865b8aacfb6c4f0ca361670549ac6"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","rtscom.dll","184320","0x20","ARCHIVE","2018-09-15T07:28:44Z","2023-09-18T11:36:17Z","2018-09-15T07:28:44Z","Microsoft Corporation","Microsoft Tablet PC Real Time Stylus Platform Component","10.0.17763.1 (WinBuild.160101.0800)","RTSCom.dll","Copyright (c) Microsoft Corp.  All rights reserved.","RTSCom.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","45a03008895c5f6e78b9aa61e51cf841","d5300c74a6a7b2f0f81bf0b9f9c35b2edf704a9d","db719ed4ad608f1e7f280391dd95b0521e8f3f2e2d8f6657f751d11e951c44a5"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","ShapeCollector.exe","716288","0x20","ARCHIVE","2018-09-15T07:29:21Z","2023-10-06T12:35:41Z","2018-09-15T07:29:21Z","Microsoft Corporation","Personalise Handwriting Recognition UI","10.0.17763.1 (WinBuild.160101.0800)","ShapeCollector.exe","&#169; Microsoft Corporation. All rights reserved.","ShapeCollector.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","12e4b4c222c64376dde03d9fbf93ed55","aaadd0cd3a5c9e92b2f5b7ca55a926b55bce9923","5718c40a309aad4db4f616ef89af0c823948ee157a3f3e843533cff4618a85f9"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","TabIpsps.dll","41472","0x20","ARCHIVE","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","2018-09-15T07:29:21Z","Microsoft Corporation","Input Personalization Proxy Stub","10.0.17763.1 (WinBuild.160101.0800)","TabIpsps.dll","&#169; Microsoft Corporation. All rights reserved.","TabIpsps.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","9ca0d192c96e9417b7e7004624cd5232","efb5dc7a9956224f3f90da48df13ba0415f1b153","4ee9f7acdfbd1d0ae5ff99eafd56e39ed8b65c2ec2cc37f2b7f4bbbd10fbe5fd"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","tabskb.dll","4073984","0x20","ARCHIVE","2018-09-15T07:28:44Z","2023-10-06T17:39:17Z","2018-09-15T07:28:44Z","Microsoft Corporation","Touch Keyboard","10.0.17763.1 (WinBuild.160101.0800)","tabskb.dll","&#169; Microsoft Corporation. All rights reserved.","tabskb.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","210795681ed3f5840032c1be629c4dc1","cd803d6d72f36adbfce9d728f4ebf660af13804c","bfedb788a9fee0b7d0b59b30fbddf4b5293a66caa12a50496d7b31694b7a8634"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","TabTip.exe","418576","0x20","ARCHIVE","2018-09-15T07:29:22Z","2023-10-06T17:45:13Z","2018-09-15T07:29:22Z","Microsoft Corporation","Touch Keyboard and Handwriting Panel","10.0.17763.1 (WinBuild.160101.0800)","TabTip.exe","&#169; Microsoft Corporation. All rights reserved.","TabTip.exe.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","19c4ce79a016457d3a70ea5b9d9091db","3c3b8444959d058aa1f1ea343b683e769b5eb2f4","d3759e806ba36ffb9ff01cffd91eb4d1102ac7eee8dd22275c443ebc22cfa939"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","TipRes.dll","1086464","0x20","ARCHIVE","2018-09-15T07:29:22Z","2023-10-06T17:39:17Z","2018-09-15T07:29:22Z","Microsoft Corporation","Touch Keyboard and Handwriting Panel Resources","10.0.17763.1 (WinBuild.160101.0800)","TipRes.dll","&#169; Microsoft Corporation. All rights reserved.","TipRes.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","13cd071b97458a30a2a5f433ce5aa1b7","d33e34e478688c964c970fede586cfe25e244edf","fba5cfd9a35f0b4e6425794e80695b0699528591e25d67e78242082449525be3"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","tipresx.dll","22016","0x20","ARCHIVE","2018-09-15T07:29:21Z","2023-10-06T17:39:17Z","2018-09-15T07:29:21Z","Microsoft Corporation","Tablet PC Tablet Input Panel Resources Per Input Language","10.0.17763.1 (WinBuild.160101.0800)","tipresx.dll","&#169; Microsoft Corporation. All rights reserved.","tipresx.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","93db8019b4958076ebd0896de6b5cee9","29723bb9d8aba26a876206ca4a4824e4a78d9e98","308326aeeeeeb653de9cf957b3b4d7722b85c2ebc959159a6bda6ec166af505b"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","tipskins.dll","1050624","0x20","ARCHIVE","2019-03-12T06:33:32Z","2023-10-06T17:39:17Z","2019-03-12T06:33:32Z","Microsoft Corporation","Touch Keyboard and Handwriting Panel User Interface","10.0.17763.348 (WinBuild.160101.0800)","TipSkins.dll","&#169; Microsoft Corporation. All rights reserved.","TipSkins.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.348","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","d67776be1bbb2f00b4e1c88e6b2552c4","72588147b24b5259e6a729f133a1f282db3c2ad3","5658dc8ae43d61a7b75d3db0ffcfb4c8b8259cfa18230606c0d73d6430c26dd0"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","tiptsf.dll","659456","0x20","ARCHIVE","2018-09-15T07:29:22Z","2023-10-06T17:39:17Z","2018-09-15T07:29:22Z","Microsoft Corporation","Touch Keyboard and Handwriting Panel Text Services Framework","10.0.17763.1 (WinBuild.160101.0800)","TipTsf.dll","&#169; Microsoft Corporation. All rights reserved.","TipTsf.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Embedded","e6d805ddf9ec64e0ce3650ebd76fa64c","fda0aa746c414fa36001185af3cb3d00c4587afc","56d1522ae82019c9d27fdf51a69f2d1538dd66c21f4926f1005852e361048154"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\ink\","tpcps.dll","97280","0x20","ARCHIVE","2018-09-15T07:29:21Z","2023-09-18T11:36:18Z","2018-09-15T07:29:21Z","Microsoft Corporation","Microsoft Tablet PC Platform Component","10.0.17763.1 (WinBuild.160101.0800)","TPCPS.dll","&#169; Microsoft Corporation. All rights reserved.","TPCPS.dll","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","176b11f562a15eb1cb7fe6e579c2e384","1c78e9e66c5ab3ddaf71ba4476c29b369d172c42","ca0f5349ab33fe8643864f6202710c1eee773ccfca706a679e029fbe19c89916"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\MSInfo\","msinfo32.exe","367104","0x20","ARCHIVE","2018-09-15T07:29:24Z","2023-10-06T12:35:41Z","2018-09-15T07:29:24Z","Microsoft Corporation","System Information","10.0.17763.1 (WinBuild.160101.0800)","msinfo.dll","&#169; Microsoft Corporation. All rights reserved.","msinfo.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","41aa3c8c427a773b6c08460535ee8070","a43adb2303f09887a5e62f6b3ea5f728ad323e2e","b3b40cf1227f21ed74de6904c99e346ee1dc2b7d5e949d0f44fdcb1d10423307"
"CrowdResponse","C:\Program Files\Common Files\microsoft shared\vgx\","VGX.dll","1023488","0x20","ARCHIVE","2018-09-15T07:29:18Z","2018-09-15T07:29:18Z","2018-09-15T07:29:18Z","Microsoft Corporation","Microsoft Vector Graphics Rendering(VML)","11.00.17763.1 (WinBuild.160101.0800)","VGX.DLL","&#169; Microsoft Corporation. All rights reserved.","VGX.DLL","Internet Explorer","11.00.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","65978613f29995815aeaa1a0694e3e18","389ecffa04ec89adbc64f599bc4476d3b72f6124","11ff8d86ff197a49dae73f893f5ebc983be24f74bac25c3d532bc0ba77ad0c53"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath\","java.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T12:35:46Z","2023-06-14T09:41:32Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Console Launcher","Copyright &#169; 2023","shimconsole.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","31491d55517d83e1166608aedc3cf989","0c94210d402fc782e1c20d36eb5daadc885979a9","3a759475b9fe17b4f4ad754bde72a1e6e06d6350500a8bc1792d371a4c00f3af"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath\","javac.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T12:35:46Z","2023-06-14T09:41:32Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Console Launcher","Copyright &#169; 2023","shimconsole.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","31491d55517d83e1166608aedc3cf989","0c94210d402fc782e1c20d36eb5daadc885979a9","3a759475b9fe17b4f4ad754bde72a1e6e06d6350500a8bc1792d371a4c00f3af"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath\","javaw.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T12:35:46Z","2023-06-14T09:41:34Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Windows Launcher","Copyright &#169; 2023","shimwindows.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","fe6b1800cd0bee5943d5dfee83fbca1b","73b9301f644de2a03196fc356b944e860ffff90f","bfe8942b5cb965a10422789ee752acd377b16d6277182ef2839dd959fdbcca37"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath\","jshell.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T12:35:46Z","2023-06-14T09:41:32Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Console Launcher","Copyright &#169; 2023","shimconsole.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","31491d55517d83e1166608aedc3cf989","0c94210d402fc782e1c20d36eb5daadc885979a9","3a759475b9fe17b4f4ad754bde72a1e6e06d6350500a8bc1792d371a4c00f3af"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath_target_1256125\","java.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T17:45:18Z","2023-06-14T09:41:32Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Console Launcher","Copyright &#169; 2023","shimconsole.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","31491d55517d83e1166608aedc3cf989","0c94210d402fc782e1c20d36eb5daadc885979a9","3a759475b9fe17b4f4ad754bde72a1e6e06d6350500a8bc1792d371a4c00f3af"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath_target_1256125\","javac.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T17:45:18Z","2023-06-14T09:41:32Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Console Launcher","Copyright &#169; 2023","shimconsole.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","31491d55517d83e1166608aedc3cf989","0c94210d402fc782e1c20d36eb5daadc885979a9","3a759475b9fe17b4f4ad754bde72a1e6e06d6350500a8bc1792d371a4c00f3af"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath_target_1256125\","javaw.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T17:45:18Z","2023-06-14T09:41:34Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Windows Launcher","Copyright &#169; 2023","shimwindows.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","fe6b1800cd0bee5943d5dfee83fbca1b","73b9301f644de2a03196fc356b944e860ffff90f","bfe8942b5cb965a10422789ee752acd377b16d6277182ef2839dd959fdbcca37"
"CrowdResponse","C:\Program Files\Common Files\Oracle\Java\javapath_target_1256125\","jshell.exe","696920","0x20","ARCHIVE","2023-09-18T11:23:35Z","2023-10-06T17:45:18Z","2023-06-14T09:41:32Z","Oracle Corporation","Java(TM) Platform SE binary","20.0.2.0","Shim Console Launcher","Copyright &#169; 2023","shimconsole.exe","Java(TM) Platform SE 20.0.2","20.0.2.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Oracle America, Inc.","Embedded","31491d55517d83e1166608aedc3cf989","0c94210d402fc782e1c20d36eb5daadc885979a9","3a759475b9fe17b4f4ad754bde72a1e6e06d6350500a8bc1792d371a4c00f3af"
"CrowdResponse","C:\Program Files\Common Files\system\","wab32.dll","873984","0x20","ARCHIVE","2018-09-15T07:29:20Z","2023-10-06T17:20:12Z","2018-09-15T07:29:20Z","Microsoft Corporation","Microsoft (R) Contacts DLL","10.0.17763.1 (WinBuild.160101.0800)","WAB32.DLL","&#169; Microsoft Corporation. All rights reserved.","WAB32.DLL","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","a6b935b678594be47dc7d83d32ab696b","7ee9f3fbd9c293280964596a9ad80bcf1f24aa94","b583a75386d966ae95691652266de090390db3d06f72f1ba088f334da64070cb"
"CrowdResponse","C:\Program Files\Common Files\system\","wab32res.dll","964096","0x20","ARCHIVE","2018-09-15T07:29:20Z","2023-10-06T17:40:25Z","2018-09-15T07:29:20Z","Microsoft Corporation","Microsoft (R) Contacts DLL","10.0.17763.1 (WinBuild.160101.0800)","WAB32res.DLL","&#169; Microsoft Corporation. All rights reserved.","WAB32res.DLL.MUI","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","7a04582fb7c3110e6f20c1e78209727c","52012a5ec26c86445ca0f1b55ff137d5726d3902","21072467e83489863fb301ad2dff80527817b2f548c52f5ac9f257800ca36bee"
"CrowdResponse","C:\Program Files\Common Files\system\ado\","msader15.dll","2560","0x20","ARCHIVE","2018-09-15T07:29:20Z","2018-09-15T07:29:20Z","2018-09-15T07:29:20Z","Microsoft Corporation","ActiveX Data Objects Resources","10.0.17763.1 (WinBuild.160101.0800)","msader15.dll","&#169; Microsoft Corporation. All rights reserved.","msader15.dll.mui","Microsoft&#174; Windows&#174; Operating System","10.0.17763.1","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Windows","Catalog","8d3893514fa1e5fc9ac0a10446af50be","9d0d0d69ee98811dd4375b14626923a1a4dc6dc1","1476dd9bc1680f8a7f6713e70540405d1f3590ca0028c573ff470949f9cdbb4f"
